date,Open,High,Low,target_price,volume,market_cap,increase_volume,increase_market_cap,increase_price,MA7_volume,MA7_market_cap,MA7_price,MA30_volume,MA30_market_cap,MA30_price,volume_lag_7,market_cap_lag_7,price_lag_7,volume_lag_30,market_cap_lag_30,price_lag_30,label,DFF,NFINCP,FINCP,DPRIME,DPCREDIT,DTWEXBGS,CPIAUCSL,DGS3MO,DGS1,DGS30,negative,neutral,positive,increase_negative,increase_neutral,increase_positive,MA7_negative,MA7_neutral,MA7_positive,MA30_negative,MA30_neutral,MA30_positive
2024-04-20,63818.04,65351.33,63321.19,64857.99,153799823273.2257,1263699404439.0415,-0.143614332070226,0.0071724403172012,0.0139455444654539,168637472328.14923,1251257681658.663,63758.79285714286,99690927448.49532,1324329603759.7712,67371.93433333334,170831383575.80554,1309324455975.3923,64255.94,95877864553.05208,1310305920103.309,65476.17,0.0,5.33,312.287132813,649.57328125,8.5,5.5,123.43096666666666,313.207,5.44,5.166666666666667,4.72,0.1144873851111956,0.5505122286932809,0.3350003607837217,-0.2097380962172184,-0.166609681460693,0.721855556083946,0.1414336635660083,0.5357572840954348,0.3228090464114528,0.1273147743942308,0.4816801995163778,0.3910050216339196
2024-04-21,64940.62,65638.74,64302.47,64896.87,132646330534.83331,1278729530557.1597,-0.1375391225308053,0.0118937510497522,0.0005994635356415,159960557632.27872,1253494449337.549,63660.78142857143,101751396413.98232,1324588355083.0276,67416.24233333333,193384733405.9271,1263072156804.9585,65582.95,70832261570.22299,1270966990859.4705,63567.63,-1.0,5.33,312.287132813,649.57328125,8.5,5.5,123.41603333333332,313.207,5.43,5.163333333333333,4.72,0.0397077788074966,0.7744850344024599,0.1858071964234113,-0.6531689603275461,0.4068443788084604,-0.4453522498043827,0.1345368225824168,0.5640058542674623,0.3014573212823083,0.1129528331803173,0.5048179928803812,0.3822291705383587
2024-04-22,64937.94,67180.03,64598.0,66818.89,140020711835.5104,1299629613965.4932,0.0555943106073376,0.0163444128792638,0.0296165285012974,156065205258.7137,1256472070052.152,64135.35,104273172213.4562,1325598671381.0234,67502.271,167288178450.46527,1278786268963.2744,63496.91,64367437851.295135,1269320125025.6216,64238.03,-1.0,5.33,312.287132813,649.57328125,8.5,5.5,123.4011,313.207,5.42,5.16,4.72,0.1856180641999734,0.4710430556109973,0.3433388653211295,3.6746020496349128,-0.3917983760984843,0.8478232917240744,0.1394110520696386,0.5598481713486899,0.3007407722705627,0.1090343487354764,0.5045406941950404,0.3864249526925363
2024-04-23,66822.2,67174.02,65884.15,66386.61,140913944149.0486,1308600456410.069,0.0063792870485298,0.0069026146743483,-0.0064694280315042,152644030356.5411,1266324013451.8372,64522.04,107470160251.21568,1326479596822.5083,67473.597,164862168464.25696,1239636852612.2708,63679.78,45004303016.263885,1282172693165.5105,67246.83,0.0,5.33,312.287132813,649.57328125,8.5,5.5,123.0779,313.207,5.45,5.14,4.73,0.1456998838111757,0.825043261051178,0.0292568793520331,-0.2150554718951937,0.7515240936542444,-0.9147871612942254,0.1200391735342849,0.647080612590942,0.2328802122312382,0.1134307112101303,0.5117172931015576,0.374851993123564
2024-04-24,66414.01,67070.4,63742.73,64291.07,138491370322.2986,1294534621910.038,-0.0171918672873677,-0.0107487617256517,-0.031565702782534,149675443863.49796,1275443040055.2551,64947.91142857143,110094737308.28873,1324857334634.2864,67286.56633333334,159271475773.6007,1230701435686.1145,61309.97,59754058610.10764,1343202487556.7085,69901.99,0.0,5.33,312.287132813,649.57328125,8.5,5.5,123.2398,313.207,5.46,5.17,4.78,0.4744972789776511,0.3464559875428676,0.1790467232931404,2.256675754062992,-0.580075368288625,5.119816168319342,0.1692654878917335,0.611255247656218,0.2194792630870788,0.1229342402419689,0.5025800811380231,0.3744856758864575
2024-04-25,64289.6,65083.98,62956.04,64495.27,149157965211.65625,1264226386138.0034,0.0770199245233419,-0.0234124566922095,0.0031761798333733,147803131656.2441,1280588593710.0598,65101.80714285715,112615358118.15756,1320897109553.5234,67101.07633333333,162264150662.4331,1228207510554.3696,63418.0,73539340915.59027,1383033138560.8923,70059.97,0.0,5.33,313.244144531,657.70203125,8.5,5.5,123.1916,313.207,5.47,5.21,4.82,0.4407857175683602,0.5021015405654907,0.0571127227740361,-0.0710469014320284,0.4492505790605358,-0.681017771654332,0.2208098314820708,0.5900300872958816,0.1891600726260233,0.137169400903468,0.4982135952807219,0.3646170010512156
2024-04-26,64486.53,64732.29,63397.37,63806.23,144552429807.04514,1263022328913.3923,-0.0308768988506636,-0.000952406339413,-0.0106835741597793,142797510733.374,1281777477476.1711,65078.99,115232162198.5902,1317259684409.4626,66910.289,179591776267.1359,1254700142550.6133,63965.95,66048307394.06597,1372145083235.2048,69529.85,0.0,5.33,313.244144531,657.70203125,8.5,5.5,123.3004,313.207,5.46,5.21,4.78,0.0582905076444148,0.9131310880184174,0.0285784504376351,-0.8677577214480078,0.818618375458489,-0.4996132376545169,0.2084409451600382,0.6261103136978131,0.1654487426264439,0.1339398416313671,0.5159011720001782,0.3501589846131164
2024-04-27,63770.01,63891.08,62593.31,63483.13,131524789158.24306,1242332333140.715,-0.0901239824622245,-0.0163813380801251,-0.0050637688514116,139615363002.6622,1278725038719.267,64882.58142857143,117364927634.00748,1312511016260.8547,66669.63533333334,153799823273.2257,1263699404439.0415,64857.99,67541826095.72474,1384792377598.965,70702.74,0.0,5.33,313.244144531,657.70203125,8.5,5.5,123.1694,313.207,5.456666666666667,5.206666666666667,4.7700000000000005,0.9682046175003052,0.0297350659966468,0.0020602962467819,15.609987742885515,-0.9674361475730996,-0.9279073492358184,0.3304005497870539,0.5517135761697226,0.1178858762640239,0.1661438113594136,0.5087714199023198,0.3250847669661127
2024-04-28,63461.99,64300.03,62875.28,63059.25,123978125785.5382,1254074099518.5278,-0.0573782586613779,0.0094513891851535,-0.006677049477554,138377048038.4772,1275202834285.177,64620.06428571429,119782950638.15633,1308406212469.2185,66443.25966666666,132646330534.83331,1278729530557.1597,64896.87,51437435661.07317,1377218213267.6167,69850.52,0.0,5.33,313.244144531,657.70203125,8.5,5.5,123.0384,313.207,5.453333333333333,5.203333333333333,4.76,0.6194992065429688,0.3737883865833282,0.0067123682238161,-0.3601567320114816,11.570625759683196,2.25796265187618,0.4132278966064071,0.4944711979098466,0.0923009008069389,0.1866001577418782,0.5056202306769044,0.3077796090892288
2024-04-29,63109.65,64070.04,61835.95,63817.97,128855842856.74306,1235771728615.5557,0.0393433683587257,-0.0145943297210259,0.0120318589263272,136782066755.79613,1266080279235.1858,64191.36142857142,122756130558.37068,1303733230508.0452,66248.03266666667,140020711835.5104,1299629613965.4932,66818.89,39660445250.3125,1375961187450.7534,69674.78,0.0,5.33,313.244144531,657.70203125,8.5,5.5,122.9074,313.207,5.45,5.2,4.75,0.0158607577905058,0.8627283871173859,0.1214108658023178,-0.9743974526149684,1.308066323310071,17.087634908278854,0.388976852833626,0.5504262452679021,0.0605969008756801,0.1861026205005608,0.5087400826237352,0.3051572951831006
2024-04-30,63822.08,64654.02,59265.11,60761.95,143219209457.94446,1217317330212.3333,0.1114684928736218,-0.014933501047072,-0.0478865122159166,137111390371.35268,1253039832635.5093,63387.83857142857,126407507484.14935,1298135974221.8389,65899.53166666668,140913944149.0486,1308600456410.069,66386.61,33677901684.58333,1385235018798.5208,71216.98,0.0,5.33,313.244144531,657.70203125,8.5,5.5,123.3446,313.207,5.46,5.25,4.79,0.0627535841194912,0.8304481506347656,0.1067982511594891,2.9565312671917314,-0.0374164533874646,-0.1203567287512891,0.3771273814490997,0.5511983723512718,0.0716742397053166,0.1785351738313852,0.5295598430429566,0.2919049804855634
2024-05-01,60669.84,60762.08,56721.02,58266.04,159023293590.83334,1148765177507.25,0.1103489133385397,-0.0563141187623821,-0.0410768581324331,140044522266.85764,1232215626292.254,62527.12,130102944706.25632,1290730091971.2195,65517.35766666666,138491370322.2986,1294534621910.038,64291.07,48160176927.625,1370941645025.819,69731.26,0.0,5.33,313.244144531,657.70203125,8.5,5.5,123.3776,313.225,5.46,5.21,4.74,0.2433708801399915,0.5192102864384651,0.237418801872991,2.878198887836922,-0.3747830180106983,1.223058891839318,0.3441093244722911,0.5758775579077857,0.0800131080738667,0.1848325581573951,0.5299361633214356,0.2852312742260367
