Date,target_price,lower_barrier_price,upper_barrier_price,label
2022-11-02,145.02999877929688,130.5269989013672,159.53299865722659,0
2022-11-03,138.8800048828125,124.99200439453125,152.76800537109375,0
2022-11-04,138.3800048828125,124.54200439453125,152.21800537109377,0
2022-11-07,138.9199981689453,125.02799835205079,152.81199798583987,0
2022-11-08,139.5,125.55,153.45000000000002,0
2022-11-09,134.8699951171875,121.38299560546875,148.35699462890625,1
2022-11-10,146.8699951171875,132.18299560546876,161.55699462890627,0
2022-11-11,149.6999969482422,134.72999725341796,164.6699966430664,0
2022-11-14,148.27999877929688,133.4519989013672,163.10799865722657,0
2022-11-15,150.0399932861328,135.03599395751954,165.04399261474612,0
2022-11-16,148.7899932861328,133.91099395751954,163.66899261474612,0
2022-11-17,150.72000122070312,135.64800109863282,165.79200134277346,-1
2022-11-18,151.2899932861328,136.16099395751954,166.41899261474612,-1
2022-11-21,148.00999450683594,133.20899505615236,162.81099395751954,-1
2022-11-22,150.17999267578125,135.16199340820313,165.1979919433594,-1
2022-11-23,151.07000732421875,135.96300659179687,166.17700805664063,-1
2022-11-25,148.11000061035156,133.29900054931642,162.92100067138674,-1
2022-11-28,144.22000122070312,129.79800109863282,158.64200134277345,0
2022-11-29,141.1699981689453,127.05299835205078,155.28699798583986,-1
2022-11-30,148.02999877929688,133.22699890136718,162.83299865722657,-1
2022-12-01,148.30999755859375,133.47899780273437,163.14099731445313,-1
2022-12-02,147.80999755859375,133.02899780273438,162.59099731445315,-1
2022-12-05,146.6300048828125,131.96700439453124,161.29300537109376,-1
2022-12-06,142.91000366210938,128.61900329589844,157.2010040283203,-1
2022-12-07,140.94000244140625,126.84600219726563,155.03400268554688,-1
2022-12-08,142.64999389648438,128.38499450683594,156.9149932861328,-1
2022-12-09,142.16000366210938,127.94400329589844,156.37600402832032,-1
2022-12-12,144.49000549316406,130.04100494384767,158.9390060424805,-1
2022-12-13,145.47000122070312,130.92300109863282,160.01700134277345,-1
2022-12-14,143.2100067138672,128.88900604248047,157.53100738525393,-1
2022-12-15,136.5,122.85000000000001,150.15,0
2022-12-16,134.50999450683594,121.05899505615234,147.96099395751955,0
2022-12-19,132.3699951171875,119.13299560546875,145.60699462890625,0
2022-12-20,132.3000030517578,119.07000274658203,145.5300033569336,0
2022-12-21,135.4499969482422,121.90499725341797,148.99499664306643,0
2022-12-22,132.22999572753906,119.00699615478516,145.45299530029297,0
2022-12-23,131.86000061035156,118.6740005493164,145.04600067138674,0
2022-12-27,130.02999877929688,117.0269989013672,143.03299865722659,1
2022-12-28,126.04000091552734,113.43600082397461,138.64400100708008,1
2022-12-29,129.61000061035156,116.64900054931641,142.57100067138674,1
2022-12-30,129.92999267578125,116.93699340820312,142.9229919433594,1
2023-01-03,125.06999969482422,112.5629997253418,137.57699966430664,1
2023-01-04,126.36000061035156,113.72400054931641,138.99600067138672,1
2023-01-05,125.0199966430664,112.51799697875977,137.52199630737306,1
2023-01-06,129.6199951171875,116.65799560546876,142.58199462890627,1
2023-01-09,130.14999389648438,117.13499450683594,143.1649932861328,1
2023-01-10,130.72999572753906,117.65699615478516,143.802995300293,1
2023-01-11,133.49000549316406,120.14100494384766,146.8390060424805,1
2023-01-12,133.41000366210938,120.06900329589844,146.75100402832032,1
2023-01-13,134.75999450683594,121.28399505615235,148.23599395751955,1
2023-01-17,135.94000244140625,122.34600219726563,149.53400268554688,1
2023-01-18,135.2100067138672,121.68900604248047,148.73100738525392,1
2023-01-19,135.27000427246094,121.74300384521484,148.79700469970703,1
2023-01-20,137.8699951171875,124.08299560546875,151.65699462890626,1
2023-01-23,141.11000061035156,126.9990005493164,155.22100067138672,1
2023-01-24,142.52999877929688,128.2769989013672,156.78299865722659,0
2023-01-25,141.86000061035156,127.6740005493164,156.04600067138674,0
2023-01-26,143.9600067138672,129.5640060424805,158.35600738525392,0
2023-01-27,145.92999267578125,131.33699340820314,160.5229919433594,0
2023-01-30,143.0,128.70000000000002,157.3,0
2023-01-31,144.2899932861328,129.86099395751953,158.7189926147461,0
2023-02-01,145.42999267578125,130.88699340820312,159.97299194335938,0
2023-02-02,150.82000732421875,135.73800659179688,165.90200805664062,0
2023-02-03,154.5,139.05,169.95000000000002,0
2023-02-06,151.72999572753906,136.55699615478517,166.902995300293,0
2023-02-07,154.64999389648438,139.18499450683595,170.11499328613283,0
2023-02-08,151.9199981689453,136.72799835205078,167.11199798583985,0
2023-02-09,150.8699951171875,135.78299560546876,165.95699462890627,0
2023-02-10,151.00999450683594,135.90899505615235,166.11099395751955,0
2023-02-13,153.85000610351562,138.46500549316406,169.2350067138672,0
2023-02-14,153.1999969482422,137.87999725341797,168.5199966430664,0
2023-02-15,155.3300018310547,139.79700164794923,170.86300201416017,0
2023-02-16,153.7100067138672,138.33900604248046,169.0810073852539,0
2023-02-17,152.5500030517578,137.29500274658204,167.8050033569336,0
2023-02-21,148.47999572753906,133.63199615478516,163.32799530029297,0
2023-02-22,148.91000366210938,134.01900329589844,163.80100402832034,0
2023-02-23,149.39999389648438,134.45999450683595,164.33999328613282,0
2023-02-24,146.7100067138672,132.03900604248048,161.38100738525392,0
2023-02-27,147.9199981689453,133.12799835205078,162.71199798583984,0
2023-02-28,147.41000366210938,132.66900329589845,162.15100402832033,0
2023-03-01,145.30999755859375,130.77899780273438,159.84099731445315,1
2023-03-02,145.91000366210938,131.31900329589845,160.50100402832032,1
2023-03-03,151.02999877929688,135.9269989013672,166.13299865722658,0
2023-03-06,153.8300018310547,138.44700164794924,169.21300201416017,0
2023-03-07,151.60000610351562,136.44000549316408,166.7600067138672,0
2023-03-08,152.8699951171875,137.58299560546877,168.15699462890626,0
2023-03-09,150.58999633789062,135.53099670410157,165.6489959716797,1
2023-03-10,148.5,133.65,163.35000000000002,1
2023-03-13,150.47000122070312,135.42300109863282,165.51700134277345,1
2023-03-14,152.58999633789062,137.33099670410158,167.8489959716797,0
2023-03-15,152.99000549316406,137.69100494384767,168.28900604248048,0
2023-03-16,155.85000610351562,140.26500549316407,171.4350067138672,0
2023-03-17,155.0,139.5,170.5,0
2023-03-20,157.39999389648438,141.65999450683594,173.13999328613284,0
2023-03-21,159.27999877929688,143.35199890136718,175.20799865722657,0
2023-03-22,157.8300018310547,142.04700164794923,173.61300201416017,0
2023-03-23,158.92999267578125,143.03699340820313,174.8229919433594,0
2023-03-24,160.25,144.225,176.275,0
2023-03-27,158.27999877929688,142.4519989013672,174.10799865722657,0
2023-03-28,157.64999389648438,141.88499450683594,173.4149932861328,0
2023-03-29,160.77000427246094,144.69300384521486,176.84700469970704,0
2023-03-30,162.36000061035156,146.1240005493164,178.59600067138675,0
2023-03-31,164.89999389648438,148.40999450683594,181.38999328613284,0
2023-04-03,166.1699981689453,149.5529983520508,182.78699798583986,0
2023-04-04,165.6300048828125,149.06700439453127,182.19300537109376,0
2023-04-05,163.75999450683594,147.38399505615234,180.13599395751956,0
2023-04-06,164.66000366210938,148.19400329589845,181.12600402832032,0
2023-04-10,162.02999877929688,145.8269989013672,178.23299865722657,0
2023-04-11,160.8000030517578,144.72000274658203,176.8800033569336,0
2023-04-12,160.10000610351562,144.09000549316406,176.1100067138672,0
2023-04-13,165.55999755859375,149.00399780273438,182.11599731445315,0
2023-04-14,165.2100067138672,148.6890060424805,181.73100738525392,0
2023-04-17,165.22999572753906,148.70699615478517,181.75299530029298,0
2023-04-18,166.47000122070312,149.82300109863283,183.11700134277345,0
2023-04-19,167.6300048828125,150.86700439453125,184.39300537109378,0
2023-04-20,166.64999389648438,149.98499450683593,183.31499328613282,0
2023-04-21,165.02000427246094,148.51800384521485,181.52200469970705,0
2023-04-24,165.3300018310547,148.79700164794923,181.86300201416017,0
2023-04-25,163.77000427246094,147.39300384521485,180.14700469970705,0
2023-04-26,163.75999450683594,147.38399505615234,180.13599395751956,0
2023-04-27,168.41000366210938,151.56900329589845,185.25100402832032,0
2023-04-28,169.67999267578125,152.71199340820314,186.6479919433594,0
2023-05-01,169.58999633789062,152.63099670410156,186.54899597167972,0
2023-05-02,168.5399932861328,151.68599395751954,185.3939926147461,0
2023-05-03,167.4499969482422,150.704997253418,184.19499664306642,0
2023-05-04,165.7899932861328,149.21099395751955,182.3689926147461,0
2023-05-05,173.57000732421875,156.21300659179687,190.92700805664063,0
2023-05-08,173.5,156.15,190.85000000000002,0
2023-05-09,171.77000427246094,154.59300384521484,188.94700469970704,0
2023-05-10,173.55999755859375,156.2039978027344,190.91599731445314,0
2023-05-11,173.75,156.375,191.12500000000003,0
2023-05-12,172.57000732421875,155.3130065917969,189.82700805664064,0
2023-05-15,172.07000732421875,154.86300659179688,189.27700805664065,0
2023-05-16,172.07000732421875,154.86300659179688,189.27700805664065,0
2023-05-17,172.69000244140625,155.42100219726564,189.9590026855469,0
2023-05-18,175.0500030517578,157.54500274658204,192.5550033569336,0
2023-05-19,175.16000366210938,157.64400329589844,192.67600402832034,0
2023-05-22,174.1999969482422,156.77999725341797,191.61999664306643,0
2023-05-23,171.55999755859375,154.40399780273438,188.71599731445315,0
2023-05-24,171.83999633789062,154.65599670410157,189.0239959716797,0
2023-05-25,172.99000549316406,155.69100494384767,190.28900604248048,0
2023-05-26,175.42999267578125,157.88699340820312,192.9729919433594,0
2023-05-30,177.3000030517578,159.57000274658205,195.0300033569336,0
2023-05-31,177.25,159.525,194.97500000000002,0
2023-06-01,180.08999633789062,162.08099670410158,198.0989959716797,0
2023-06-02,180.9499969482422,162.85499725341796,199.0449966430664,0
